"subjectActivity"	"tBodyAccmeanX"	"tBodyAccmeanY"	"tBodyAccmeanZ"	"tBodyAccstdX"	"tBodyAccstdY"	"tBodyAccstdZ"	"tGravityAccmeanX"	"tGravityAccmeanY"	"tGravityAccmeanZ"	"tGravityAccstdX"	"tGravityAccstdY"	"tGravityAccstdZ"	"tBodyAccJerkmeanX"	"tBodyAccJerkmeanY"	"tBodyAccJerkmeanZ"	"tBodyAccJerkstdX"	"tBodyAccJerkstdY"	"tBodyAccJerkstdZ"	"tBodyGyromeanX"	"tBodyGyromeanY"	"tBodyGyromeanZ"	"tBodyGyrostdX"	"tBodyGyrostdY"	"tBodyGyrostdZ"	"tBodyGyroJerkmeanX"	"tBodyGyroJerkmeanY"	"tBodyGyroJerkmeanZ"	"tBodyGyroJerkstdX"	"tBodyGyroJerkstdY"	"tBodyGyroJerkstdZ"	"tBodyAccMagmean"	"tBodyAccMagstd"	"tGravityAccMagmean"	"tGravityAccMagstd"	"tBodyAccJerkMagmean"	"tBodyAccJerkMagstd"	"tBodyGyroMagmean"	"tBodyGyroMagstd"	"tBodyGyroJerkMagmean"	"tBodyGyroJerkMagstd"	"fBodyAccmeanX"	"fBodyAccmeanY"	"fBodyAccmeanZ"	"fBodyAccstdX"	"fBodyAccstdY"	"fBodyAccstdZ"	"fBodyAccJerkmeanX"	"fBodyAccJerkmeanY"	"fBodyAccJerkmeanZ"	"fBodyAccJerkstdX"	"fBodyAccJerkstdY"	"fBodyAccJerkstdZ"	"fBodyGyromeanX"	"fBodyGyromeanY"	"fBodyGyromeanZ"	"fBodyGyrostdX"	"fBodyGyrostdY"	"fBodyGyrostdZ"	"fBodyAccMagmean"	"fBodyAccMagstd"	"fBodyBodyAccJerkMagmean"	"fBodyBodyAccJerkMagstd"	"fBodyBodyGyroMagmean"	"fBodyBodyGyroMagstd"	"fBodyBodyGyroJerkMagmean"	"fBodyBodyGyroJerkMagstd"
"16_WALKING_DOWNSTAIRS"	-0.94944312787234	-0.506270571361702	-0.440305298412766	-0.681843273404255	-0.126006406723404	-0.483755142553191	-0.341222369553191	-0.514265153540426	-0.559459353319149	-0.517296616151064	-0.786675871659574	-0.596675729153191	-0.268715909382979	-0.44883631087234	-0.0968538265914894	-0.648871223885106	-0.548039732014894	-0.376613043191489	-0.90300251	-0.547091429146809	-0.513586039808511	-0.738647331723404	-0.433410042914894	-0.805236925465957	-0.566845596382979	-0.710211253765957	-0.523562190821277	-0.48372090612766	-0.795605506723404	-0.429122259148936	-0.569129494851064	-0.66944727387234	-0.2314185819	-0.653384546631915	-0.882621580638298	-0.538460743653192	-0.529110674531915	-0.595107241574468	-0.661220004644681	-0.328782899055319	-0.949088452340425	-0.552603215404255	-0.582078543170213	-0.397416028553191	-0.0976817581276596	-0.320813887382979	-0.530239341889362	-0.546343046255319	-0.465962644340426	-0.628281594851064	-0.702735988765957	-0.515946917223404	-0.101581123868085	-0.605653319510638	-0.340706732978723	-0.656430607408511	-0.877047151489362	-0.694810902553191	-0.734368156	-0.665767257425532	-0.527988867425532	-0.901086110851064	-0.249909385170213	-0.240266815	-0.707880978474043	-0.517082045819149
"16_WALKING_UPSTAIRS"	-0.595137037705882	-0.422550269684314	-0.824455771764706	-0.59292897745098	-0.342992534705882	-0.367217853411765	-0.222781685803922	-0.493181489666667	-0.686865632172549	-0.337197649870588	-0.770846121372549	-0.481461816890196	-0.113463320862745	-0.467536159752941	-0.134966278037255	-0.809532535352941	-0.723767739764706	-0.429914375490196	-0.600970098286275	-0.394304278333333	-0.669680095098039	-0.574065601015686	-0.424227280398039	-0.719980998686275	-0.419582651215686	-0.568361692447059	-0.663439354784314	-0.399208842716274	-0.767689515529412	-0.286842721352941	-0.426826090647059	-0.655566479058823	-0.253161848727451	-0.522747065303922	-0.672826079686275	-0.389501325431373	-0.468340335152549	-0.339886560482353	-0.567860983045098	-0.23911272354902	-0.869184307686275	-0.651998708613725	-0.424402420917647	-0.440164075394118	-0.175291689588235	-0.331797650333333	-0.290159118019608	-0.358077539068627	-0.239593245494118	-0.399135720078431	-0.553678028370588	-0.658565761235294	-0.312803388341176	-0.299719904176471	-0.0637827664666667	-0.699310680117647	-0.606454147607843	-0.364288941294118	-0.829823905039216	-0.655196037960784	-0.421952380988235	-0.773500669352941	-0.575377618666667	-0.260693715968627	-0.926855911588235	-0.650721557152941
"17_LAYING"	-0.49326126084507	-0.850440650987324	-0.606853389292958	-0.595923118	-0.564163863380282	-0.269775276849296	-0.647313932366197	-0.638152017661972	-0.663954786450704	-0.902693860746479	-0.570341867816901	-0.305373625295775	-0.438537983323944	-0.293813083945352	-0.739914318704225	-0.584314285633803	-0.647975992056338	-0.714344349492958	-0.544141977030986	-0.882179100211268	-0.562945617971831	-0.654413669816901	-0.834814196253521	-0.50649577066338	-0.790354860943662	-0.614861649788732	-0.588726786591549	-0.939844427464789	-0.584437057174648	-0.219802230607042	-0.66285678458169	-0.513456552676056	-0.485100848674648	-0.632208868788732	-0.629337723573239	-0.850238427859155	-0.414987918077465	-0.291148364211268	-0.799243215690141	-0.377586637839437	-0.547413315642253	-0.810780167980282	-0.676665141430986	-0.302964700452113	-0.806333288169014	-0.214892680521127	-0.464495836411268	-0.379011199527746	-0.0900206512535211	-0.774154284647887	-0.619211340283099	-0.605464084859155	-0.276262494887324	-0.174629027577465	-0.125678975788732	-0.510056811116901	-0.596219175077465	-0.912185208309859	-0.338924183492958	-0.848747996960563	-0.666753363859155	-0.435479286985915	-0.394236949633803	-0.469340517309859	-0.394683759335211	-0.790331823042253
"17_SITTING"	-0.542984382484375	-0.79999337259375	-0.71177414129375	-0.485925074957813	-0.80647051984375	-0.355719547726563	-0.391087175040625	-0.482138000359375	-0.624835649359375	-0.88501534328125	-0.587116330876562	-0.467806970125	-0.304610240078125	-0.2689272185625	-0.551398864340625	-0.59121385278125	-0.6017840259375	-0.968391726875	-0.41764597678125	-0.75727837215625	-0.68070425184375	-0.570940906390625	-0.9129639540625	-0.676408519515625	-0.823809775859375	-0.5743745607	-0.626520339792187	-0.8761227900625	-0.54839813940625	-0.389593746625	-0.523735216078125	-0.470015291698437	-0.37857994465625	-0.526141293332812	-0.434959663351562	-0.723481488984375	-0.5447627218125	-0.211348251171875	-0.815194017015625	-0.383130347873438	-0.312188248725	-0.86609435353125	-0.366871810404687	-0.287042146890625	-0.580872743734375	-0.471086920046875	-0.4621378785825	-0.495321068078125	-0.1946606396875	-0.82590680721875	-0.528616968421406	-0.645769395546875	-0.316323770358281	-0.04156968658125	-0.238842280015625	-0.62947349075	-0.343383578546875	-0.82223763328125	-0.468131459203125	-0.557417333679687	-0.680596247234375	-0.384289014703125	-0.397587907296875	-0.446654236551563	-0.47986108065625	-0.61483130028125
"17_STANDING"	-0.429658024	-0.827586926346154	-0.569283456128205	-0.465341187435897	-0.516193500119615	-0.533752576096154	-0.541048347217949	-0.571166928073077	-0.421359521884615	-0.722908758884615	-0.640370118606667	-0.217109827024359	-0.442848433160256	-0.259719123594872	-0.442275231178205	-0.606492087717949	-0.552864259898718	-0.906114349615385	-0.430880951282051	-0.727338268166667	-0.581518719358974	-0.471714506728205	-0.764688751089744	-0.67612641651282	-0.778856080807692	-0.628243522192308	-0.31851915124359	-0.769980549846154	-0.586602296469615	-0.152155229066667	-0.661957615512821	-0.44788570048718	-0.414110827782051	-0.630009379153846	-0.380001012461538	-0.806596596194872	-0.48176429700641	-0.197945244179487	-0.619416960997436	-0.430897024102564	-0.450535267089744	-0.645014289723077	-0.708629328062821	-0.236918440888462	-0.478764613794872	-0.334424878103846	-0.226128361242308	-0.392797172987179	-0.00565581904576923	-0.792261611461539	-0.629734532048718	-0.455259424705128	-0.0845298316038462	-0.116302226589744	-0.139304519629487	-0.632243812460256	-0.474778793164026	-0.791170949858974	-0.571140405124359	-0.658295394703846	-0.935198695179487	-0.575593404025641	-0.443120646435897	-0.574400861615385	-0.718425087884615	-0.644729462217949
"17_WALKING"	-0.681962487786885	-0.911578376622951	-0.465141929098361	-0.547053236751475	-0.399927407534426	-0.140651210186885	-0.769159585409836	-0.398816203278689	-0.68031472352459	-0.671981098934426	-0.326919372288525	-0.389736742734426	-0.248986384819672	-0.52792474937541	-0.532016461426229	-0.514259625885246	-0.576830710540984	-0.694643100770492	-0.690032643639344	-0.886406375081967	-0.551740888129508	-0.672719277191967	-0.610910763327869	-0.381442255	-0.955145829295082	-0.542891558967213	-0.617249986245902	-0.736463756639344	-0.317562648229508	-0.313301750754098	-0.701330824032787	-0.52595711462459	-0.730423296885246	-0.684099998983607	-0.516902098065574	-0.960439166065574	-0.531532051363934	-0.497985490788852	-0.900393747344262	-0.329804791567213	-0.509923346803279	-0.948294200737705	-0.565872984459016	-0.48377976385082	-0.574859053527869	-0.271465035470492	-0.439658933422951	-0.547086969065574	-0.242761659442623	-0.960155630852459	-0.577036850852459	-0.662605806885246	-0.322454498852459	-0.128199591807869	-0.482337920065574	-0.642875861065574	-0.671944367996721	-0.912026544262295	-0.40233597352459	-0.720373875508197	-0.784217606	-0.416060864918033	-0.491524844	-0.366172945914754	-0.370546509773771	-0.784366332442623
"17_WALKING_DOWNSTAIRS"	-0.462753982456522	-0.787249589347826	-0.488965349526087	-0.82610877673913	-0.576239952515652	-0.265524294063044	-0.478069029521739	-0.519208451586956	-0.670255269282609	-0.738342235395652	-0.545855241543478	-0.395130266695652	-0.124220798021739	-0.396219875304348	-0.395006278719565	-0.35063236973	-0.889806298695652	-0.483028557108696	-0.462180904391304	-0.612248770869565	-0.294881413267391	-0.78406769848913	-0.656008514347826	-0.411837635673913	-0.671756618434783	-0.485689403152174	-0.718250090608696	-0.709165955478261	-0.466326922882609	-0.363154000681304	-0.341947845391304	-0.743694164782609	-0.331212729726087	-0.378398555576087	-0.680050212065217	-0.772968893391304	-0.414919485173913	-0.357222473456522	-0.960402454130435	-0.295319784	-0.647273705282609	-0.92192406173913	-0.296595552856522	-0.408629549217391	-0.456304296804348	-0.129093352108696	-0.726457767608696	-0.323261217330435	-0.417631125630435	-0.683591195108696	-0.5028468671	-0.686277161065217	-0.354527177271739	-0.179608552163696	-0.460416763347826	-0.713583248043478	-0.486859810847826	-0.677906319130435	-0.412677392267391	-0.902689684043478	-0.447690725004348	-0.614586514167391	-0.4955362815	-0.43529884376087	-0.59375438276087	-0.737097311956522
"17_WALKING_UPSTAIRS"	-0.711482944333333	-0.624938235677083	-0.326545555416667	-0.7301379831875	-0.4125188475625	-0.208877210625	-0.451326974375	-0.23828098939375	-0.605235663479167	-0.62453764753125	-0.396222435302083	-0.398442959041667	-0.1394598250625	-0.34673143675	-0.477956259541667	-0.416503058714583	-0.773337943645833	-0.4427305871875	-0.741094420520833	-0.6506434795	-0.3933683050625	-0.7822712404375	-0.588644804104167	-0.509289571210417	-0.832243640439583	-0.421872632291667	-0.579848392395833	-0.622326982254167	-0.536884580414583	-0.290199588510417	-0.5673932978125	-0.473270323895833	-0.482504187916667	-0.503477813020833	-0.64289253951875	-0.696711550895833	-0.192865391895833	-0.417427473958333	-0.906367156041667	-0.2290608404375	-0.753163033208333	-0.830193002145833	-0.4907373576875	-0.281886488041667	-0.54396596990625	0.017582146525	-0.772733260625	-0.267692278375	-0.350043065964583	-0.8220918448125	-0.421488161333333	-0.538276246395833	-0.228524335479167	-0.336767102183333	-0.20897092061875	-0.378416528370833	-0.695198481833333	-0.726344346666667	-0.522527368689583	-0.924822549091667	-0.732774390458333	-0.489734174375	-0.5042487871875	-0.528452110956875	-0.479313668722917	-0.882269812708333
"18_LAYING"	-0.779577903395385	-0.443057616006615	-0.667487988767846	-0.863494231615385	-0.662274059015385	-0.507379687215385	-0.309911227389231	-0.2373942582	-0.699880855830769	-0.666064504369231	-0.489117117307692	-0.953680848153846	-0.204147767883077	-0.186608747769231	-0.430456962355385	-0.521275841061538	-0.850131397276923	-0.591591258351661	-0.470750056833846	-0.492933575187692	-0.554183149	-0.829348669692308	-0.585616184898462	-0.637332879276923	-0.468753886461538	-0.548107819369692	-0.655258397775385	-0.726389341750769	-0.404775425629231	-0.703576500707692	-0.392029646856923	-0.772962432846154	-0.451372118046154	-0.166235254507692	-0.768738272524615	-0.505505599307538	-0.128922961088308	-0.523174992221539	-0.654261617784615	-0.25257666006	-0.834329513692308	-0.509979685538462	-0.472512175569231	-0.776376588061538	-0.454329987061538	-0.178975892335385	-0.37474205522	-0.179125661083077	-0.50498895184	-0.424840091312308	-0.461054691543077	-0.766590337707692	-0.0568447295123077	-0.365198480652308	-0.429318495338462	-0.158680074261538	-0.830142112384615	-0.487142946984615	-0.716071903046154	-0.677785405886154	-0.417189249949231	-0.572809518283077	-0.493309952461538	-0.157129134661538	-0.621063545769231	-0.800287845538462
"18_SITTING"	-0.830172255824561	-0.552259477142105	-0.472102727473684	-0.738203466983333	-0.520931373507018	-0.214138361408772	-0.405843405263158	-0.261335961333333	-0.64541297727193	-0.342413258105263	-0.611568282307018	-0.723228313526316	-0.15423290477193	-0.31240716907193	-0.468026472796491	-0.482359971036842	-0.752145185157895	-0.783188133019298	-0.521246105497193	-0.603634641175439	-0.443324018596491	-0.809826767194737	-0.569775287180702	-0.645620279149123	-0.54357871468421	-0.363279823563158	-0.66945198422807	-0.466645589385965	-0.379533501701754	-0.496881458157895	-0.346469278834211	-0.84248305654386	-0.404480020449123	-0.0741637199438596	-0.633897302280702	-0.648710413140351	-0.0245933151708772	-0.564494850701754	-0.582237389122807	-0.0845902976491228	-0.570060408954386	-0.747432684508772	-0.461289060403509	-0.851462990175439	-0.484693461350877	-0.189918363122807	-0.364293220385965	-0.191266052901754	-0.326140271510526	-0.568163195526316	-0.312759436333333	-0.816990080526316	-0.0384690862964912	-0.381470287050877	-0.451806070757895	-0.0385778126087719	-0.817059041754386	-0.623786943964912	-0.627638140631579	-0.898978942631579	-0.701608628105263	-0.671287009877193	-0.71773148245614	-0.152098399033333	-0.568788872491228	-0.963003807368421
"18_STANDING"	-0.576806841520548	-0.547198745709589	-0.431687983013699	-0.830123556849315	-0.688328770273973	-0.235541232452055	-0.350121732761644	-0.156979440768493	-0.687589388808219	-0.537876520823288	-0.375624637361644	-0.737075908890411	-0.138943885958904	-0.142408164091781	-0.513237266327397	-0.394680743890411	-0.815155779436986	-0.472105083368493	-0.32607896517137	-0.671387275452055	-0.369742171616438	-0.822771258205479	-0.682184250923288	-0.382568506753425	-0.469169949821918	-0.463417114820548	-0.624795985821918	-0.701123426221918	-0.158723166710959	-0.250529316745205	-0.442788458116438	-0.527213465835616	-0.374117435372603	-0.124065475889041	-0.592587169838356	-0.621902466989041	-0.168103540980137	-0.327879274465753	-0.908978530410959	-0.20616117189863	-0.646656069191781	-0.691869956027397	-0.404251752938356	-0.597391642835616	-0.555818274436986	-0.0933705932328767	-0.636752347123288	-0.360568649690411	-0.346039302520548	-0.459566825363014	-0.467875670410959	-0.699863589438356	-0.297575628483562	-0.430757229542466	-0.56177476389863	-0.318219404087671	-0.55137794170137	-0.663424716767123	-0.541278480671233	-0.913711114369863	-0.706391521630137	-0.511474071013699	-0.554644913712329	-0.456876247246575	-0.502133166613014	-0.909924155479452
"18_WALKING"	-0.751128681767857	-0.652828268641071	-0.486568667964286	-0.951792034642857	-0.569117814382143	-0.433127115553571	-0.388281798410714	-0.2281394745	-0.89311666875	-0.5038766395625	-0.642478542301786	-0.894902527919643	-0.165328300689286	-0.492553664942857	-0.476150978546429	-0.666960456214286	-0.927370965642857	-0.54211868875	-0.439749768785714	-0.765864548982143	-0.450615091553571	-0.997991608214286	-0.619913421267857	-0.614440203357143	-0.424928750107143	-0.516631779107143	-0.878411557678571	-0.602968269875	-0.539400925517857	-0.383294405180357	-0.554953669719643	-0.81284221725	-0.2766485398875	-0.0779649015071429	-0.786304826821429	-0.585687412	-0.156228956571429	-0.408856868767857	-0.492834184264286	-0.132560115732143	-0.812234142939286	-0.435991104967857	-0.697082880530357	-0.864493279517857	-0.458030284196429	-0.429074928191071	-0.428188404369643	-0.226986885714286	-0.329204112071429	-0.51102438525	-0.578761923339286	-0.823423012967857	-0.1002220154125	-0.48378721515	-0.409114488348214	-0.160962663103571	-0.77361148025	-0.770853627766071	-0.587017947267857	-0.690491544714286	-0.426906983214286	-0.790716522446429	-0.358691884107143	-0.0263083664107143	-0.556563969	-0.698818977589286
"18_WALKING_DOWNSTAIRS"	-0.943103956363636	-0.616184715563636	-0.803646897763636	-0.917291943672727	-0.655965708945455	-0.337687696072727	-0.176611908845455	-0.503363386541818	-0.694639352781818	-0.351364879836364	-0.672195734934545	-0.559940967527273	-0.259102730490909	-0.456698255927273	-0.347695713454545	-0.383032441072727	-0.757076091836364	-0.391882438218182	-0.728134559090909	-0.584107703836364	-0.649027175890909	-0.757693387418182	-0.535927932490909	-0.834087014854546	-0.410399988610909	-0.694135447892727	-0.779965030309091	-0.465998573436364	-0.619173498345455	-0.346124976472727	-0.534258662418182	-0.991503582363636	-0.393543860872727	-0.363717094218182	-0.895540980654545	-0.467670053590909	-0.273287077836364	-0.769321674781818	-0.761233044454545	-0.232674555854545	-0.806345848672727	-0.708672305818182	-0.355794995618182	-0.951756694363636	-0.396700406741818	-0.430132946763636	-0.458166603090909	-0.24126751442	-0.599346328127273	-0.387771393909091	-0.600710997918182	-0.883768012545455	-0.0703844107941818	-0.430366281976364	-0.330270584034545	-0.272714884556364	-0.906187618872727	-0.500035966769091	-0.762240950690909	-0.671323485018182	-0.413764054294545	-0.781308444909091	-0.475296019921818	-0.125467206352727	-0.770825246927273	-0.571532189474545
"18_WALKING_UPSTAIRS"	-0.957212366551724	-0.431543401448276	-0.524848680503448	-0.660483163896552	-0.217813951672414	-0.408320020905172	-0.32398409187069	-0.498708681775862	-0.745145008534483	-0.37582568082069	-0.623471053802414	-0.703220947603448	-0.469226854827586	-0.310835414824138	-0.291311979034483	-0.744506625982759	-0.713801754034483	-0.37514830002931	-0.690518963965517	-0.570617005982759	-0.672998988844828	-0.797207629724138	-0.349301782965517	-0.582751280068965	-0.462126988810345	-0.636097989275862	-0.641905659143103	-0.496009021172414	-0.468024625465517	-0.4052920075	-0.54226086637931	-0.918183315	-0.223592427484483	-0.432301782315	-0.88883069835	-0.557643243508621	-0.271166530955172	-0.755576695775862	-0.544568296982759	-0.304500156465517	-0.914289298965517	-0.596922471575862	-0.730291240836897	-0.921654903965517	-0.280057544413793	-0.271776284565517	-0.419780036827586	-0.211645525896552	-0.797994082931034	-0.523219973876207	-0.630429981810345	-0.768185541413793	-0.101687512325862	-0.4464692415	-0.476305253034483	-0.260668098937931	-0.924149709448276	-0.62460541612069	-0.8262764205	-0.509274861896552	-0.464478981605172	-0.866229004706897	-0.298611693931034	-0.149056033694828	-0.838986227793104	-0.511301308706896
"19_LAYING"	-0.619326010472289	-0.539687761616265	-0.961866573387952	-0.50337001073494	-0.474386548059036	-0.40674716516506	-0.289987191227711	-0.855353432722892	-0.618366974716867	-0.688178115483133	-0.897240814590361	-0.193287606997349	-0.532320013759036	-0.473077996313253	-0.394885051783133	-0.917905692313253	-0.624824695313253	-0.634810908951807	-0.609095312689036	-0.532005024626626	-0.888480156144578	-0.604753099969879	-0.704398994373494	-0.764458082891566	-0.519410098012048	-0.928374560493976	-0.64579084453012	-0.676508030120482	-0.885098117710843	-0.141393436966265	-0.814442141387952	-0.654373140057831	-0.222156291990361	-0.849549704192771	-0.569005434172289	-0.515423902753133	-0.49973923786747	-0.489596775672289	-0.603154290172289	-0.417100964554217	-0.558313300355422	-0.58334205452494	-0.782025062677349	-0.504986549975904	-0.445412071790361	-0.519508929045783	-0.271188525873494	-0.351792644978313	-0.395122646390361	-0.540441098025301	-0.896623260854217	-0.637156961457831	-0.330085390554217	-0.320640219827711	-0.0872800076963855	-0.844209060578313	-0.564445387180723	-0.554798795246265	-0.628485639837349	-0.424419213204819	-0.666735559916868	-0.67783062126506	-0.0616692615361446	-0.50168272896241	-0.68723506413253	-0.34851981753253
"19_SITTING"	-0.55166666699452	-0.489525008191781	-0.788089109493151	-0.682356203630137	-0.34959457590411	-0.725528641780822	-0.246934299219178	-0.68821663220411	-0.622019690068493	-0.530068754643836	-0.883799750424658	-0.313870940808219	-0.289344669917808	-0.374477729988767	-0.226098253415069	-0.83719670069863	-0.664736920972603	-0.548851776315069	-0.555561566123288	-0.455915822589041	-0.751132028876712	-0.687747795780822	-0.527827416479452	-0.970812909369863	-0.463713959826027	-0.784102321383562	-0.525917617090411	-0.522368303367123	-0.895640101328767	-0.323785924987671	-0.800855904082192	-0.474197764953425	-0.233920360275205	-0.807443451712329	-0.581987898953425	-0.450497366275342	-0.551000419049315	-0.43540115209589	-0.416370459410959	-0.404000528123288	-0.633373980232877	-0.473432884356164	-0.756506044164384	-0.411335120246575	-0.318848954945205	-0.579599905739726	-0.0705815070890411	-0.473340242342466	-0.394872707643836	-0.432779196656164	-0.780375190712329	-0.595493179627397	-0.214731080984932	-0.299117289369863	-0.0748205240854795	-0.8124216206	-0.601532116246575	-0.530244518790411	-0.669720557157534	-0.450165065075342	-0.712058393082192	-0.668448348027397	-0.309300412113699	-0.362312302082192	-0.876250061041096	-0.536110454269863
"19_STANDING"	-0.692826131616438	-0.382668042194521	-0.762706391383562	-0.433526510421918	-0.270267475109589	-0.564118034260274	-0.188214509863014	-0.692452807589041	-0.699660028672603	-0.419724943954795	-0.760090352693151	-0.500380307591781	-0.205544181328767	-0.512260733035616	-0.225381202945205	-0.720076148072055	-0.597223996284932	-0.52330879709726	-0.708237928219178	-0.343635097410959	-0.780073460027397	-0.509855586054795	-0.55162922869863	-0.768402067972603	-0.417631692663014	-0.833859268767123	-0.625568192721918	-0.428489400379452	-0.721954193387671	-0.402016523158493	-0.655139637287671	-0.705585539191781	-0.0715237620030137	-0.787542640419178	-0.625732642945205	-0.416874618143836	-0.365374902141096	-0.514603587986301	-0.443037756808219	-0.307830983452055	-0.723518696178082	-0.417076696547945	-0.771446624356164	-0.475994601625616	-0.236282562876712	-0.295264142561644	-0.276889456150685	-0.303758865260274	-0.32908502110274	-0.4281996182	-0.828648106684931	-0.692285459753425	-0.319290509808219	-0.230392148528767	-0.0892739328726027	-0.562463705068493	-0.708178046589041	-0.454754491026027	-0.945895053424658	-0.545423549249315	-0.567438024761644	-0.910346212027397	-0.401080875727397	-0.433578346794521	-0.824254742780822	-0.654826337356164
"19_WALKING"	-0.698398430365385	-0.635646291494231	-0.874367108038462	-0.543344179865385	-0.221017246856538	-0.486257911788462	-0.507728460230769	-0.7829721675	-0.533854306211539	-0.601262442019231	-0.609876258961539	-0.0429604358926923	-0.555462870001923	-0.304103045038462	-0.489719534211538	-0.667472876007692	-0.270419938403846	-0.659739917865385	-0.672062282807692	-0.599785929634615	-0.87906210105	-0.506793598625	-0.553451738775	-0.796267841673077	-0.744286398730769	-0.909419856730769	-0.490785459673077	-0.725223520942308	-0.603654282907692	-0.0550123610576923	-0.985277349615385	-0.545548156173077	-0.464376184519231	-0.965614036346154	-0.563590013807692	-0.704055022384615	-0.749467193423077	-0.375228659788462	-0.445040615513462	-0.731354685326923	-0.661727632634615	-0.492880685673077	-0.952914543461538	-0.298175177517308	-0.514231694884615	-0.34886986375	-0.245324394519231	-0.636377525442308	-0.369965942826923	-0.728691136211538	-0.931896792307692	-0.558729075269231	-0.181399397713462	-0.360473925076923	-0.0698656897307692	-0.892008886153846	-0.600824905596154	-0.629565182038462	-0.626634412403846	-0.467040885340385	-0.812808133723077	-0.395056036346154	-0.192440328819423	-0.419848842115385	-0.567092658211538	-0.467930467980769
"19_WALKING_DOWNSTAIRS"	-0.370283760961538	-0.581366550897436	-0.539236896207692	-0.253592587012821	-0.52999965074359	-0.408792249051282	-0.452537679538462	-0.732088720615385	-0.358885931692308	-0.593445751074359	-0.702623529230769	-0.269477412769231	-0.224421419794872	-0.314944932538462	-0.284600700358974	-0.712794532833333	-0.308127523684615	-0.745269003271795	-0.521220309230769	-0.568995121358974	-0.776158531282051	-0.195745293851282	-0.755875184230769	-0.542848634974359	-0.621602488923077	-0.831476336410256	-0.366711211002564	-0.446511345051282	-0.663118283071795	-0.232705167921538	-0.864782341282051	-0.525560014871795	-0.337365751764103	-0.771509546923077	-0.601846141923077	-0.609687774025641	-0.678741277410256	-0.338251589358974	-0.678754090307692	-0.584956756871795	-0.632802101153846	-0.808598889102564	-0.833118437820513	-0.329000819435897	-0.324565364666667	-0.423059812435897	-0.324874112723846	-0.701308270923077	-0.182134311353846	-0.650145526410256	-0.838487839435897	-0.314381013633333	-0.556154249179487	-0.330896417692308	-0.288282263435897	-0.94552321025641	-0.621111369392308	-0.588810803564103	-0.395168378717949	-0.564137343169231	-0.829044219076923	-0.685368153394872	-0.171395107487179	-0.396438731589744	-0.542981970666667	-0.528512189425641
"19_WALKING_UPSTAIRS"	-0.63118238625	-0.6585414613325	-0.824628893655	-0.47388039705	-0.4782419575	-0.482480262275	-0.4540368916	-0.605316194625	-0.369190697225	-0.82612424635	-0.64063689845	-0.1370754729975	-0.333042476925	-0.249182534975	-0.39669302905	-0.7036437257	-0.568236543425	-0.696256725525	-0.39414223617	-0.560485451625	-0.625001808045	-0.2968700917	-0.823441503775	-0.63012270265	-0.68402421554	-0.6430522943	-0.411115873775	-0.88990244475	-0.6434919721	-0.15419352717	-0.79263543863	-0.273420835725	-0.462932539025	-0.752975977375	-0.5372402636	-0.6563599271	-0.62092198685	-0.29052745245	-0.67449769859	-0.31463965926325	-0.607663188605	-0.547781413535	-0.7765335292	-0.26387133104	-0.474642478675	-0.410883240525	-0.401649743	-0.608564103325	-0.24081528015	-0.6800091396	-0.590057802225	-0.3654998781475	-0.677009318825	-0.23526650675	-0.3030220238775	-0.93279843775	-0.35539590914	-0.614967676175	-0.815380440775	-0.575707568	-0.6622935084	-0.678183719425	-0.110118696055	-0.577462393	-0.46415739	-0.611794655445
"2_LAYING"	-0.34889236125	-0.905553733666667	-0.666906998729167	-0.371895356645833	-0.76772647375	-0.2876214999375	-0.561958256875	-0.262296526627917	-0.596993189	-0.6307215641875	-0.544664206333333	-0.654734493122917	-0.283161459977083	0.06700316914375	-0.507733052729167	-0.584256794375	-0.524223929375	-0.990010507291667	-0.242808742708333	-0.908604841666667	-0.63816338225	-0.465007589708333	-0.732400591854167	-0.772643616666667	-0.5722505231875	-0.433332148833333	-0.585689934604167	-0.8078743174375	-0.671545729416667	-0.195599479535417	-0.570317676041667	-0.4538290768375	-0.353734101510417	-0.2247533977875	-0.34966594420625	-0.7879993195625	-0.247741076897917	-0.264268430041667	-0.639192655020833	-0.332935516427083	-0.185146800904167	-0.811080480291667	-0.643669240229167	-0.518236010089583	-0.625337408958333	-0.568953943145833	-0.361457126222917	-0.583362175416667	-0.1753278188125	-0.546159018147917	-0.419253203229167	-0.641977565541667	-0.286810301958333	-0.179680310479167	-0.307543365416667	-0.341643621791667	-0.467400202604167	-0.841006298375	-0.502289524	-0.638871183283333	-0.932804606520833	-0.380842018902083	-0.481065154666667	-0.2364211624875	-0.5279071679375	-0.810645766170833
